store_id,sheet,wave,fte_employment,treated_state,treated_post,chain,co_owned,wage_start
320,267,1,19.5,1,0,1,0,4.25
320,267,2,47.5,1,1,1,0,5.05
321,269,1,10.0,1,0,2,1,4.45
321,269,2,15.5,1,1,2,1,5.05
322,273,1,13.0,1,0,2,1,4.62
322,273,2,10.5,1,1,2,1,5.05
323,275,1,10.0,1,0,2,1,4.25
323,275,2,7.0,1,1,2,1,5.05
324,277,1,12.5,1,0,2,1,4.25
324,277,2,11.0,1,1,2,1,5.05
325,278,1,8.0,1,0,2,1,4.25
325,278,2,8.5,1,1,2,1,5.05
326,282,1,12.0,1,0,3,1,4.25
326,282,2,0.0,1,1,3,1,
327,284,1,20.5,1,0,3,1,4.5
327,284,2,15.0,1,1,3,1,5.05
328,285,1,18.5,1,0,3,1,4.75
328,285,2,13.5,1,1,3,1,5.05
329,286,1,11.5,1,0,3,1,4.75
329,286,2,12.5,1,1,3,1,5.05
330,287,1,15.0,1,0,3,1,4.5
330,287,2,12.5,1,1,3,1,5.05
331,288,1,13.0,1,0,3,1,4.75
331,288,2,12.5,1,1,3,1,5.05
332,289,1,10.0,1,0,3,1,4.25
332,289,2,10.0,1,1,3,1,5.05
333,290,1,17.0,1,0,4,0,4.75
333,290,2,13.5,1,1,4,0,5.05
334,291,1,17.0,1,0,4,0,4.55
334,291,2,16.0,1,1,4,0,5.1
335,292,1,20.5,1,0,4,0,4.8
335,292,2,23.5,1,1,4,0,5.05
336,295,1,15.5,1,0,1,0,4.75
336,295,2,,1,1,1,0,5.05
337,297,1,19.5,1,0,1,1,4.25
337,297,2,34.0,1,1,1,1,5.05
338,303,1,30.5,1,0,3,1,4.35
338,303,2,32.5,1,1,3,1,5.05
339,304,1,23.0,1,0,3,0,4.5
339,304,2,21.5,1,1,3,0,5.05
340,305,1,13.0,1,0,3,1,4.39
340,305,2,20.0,1,1,3,1,5.05
341,307,1,30.25,1,0,3,1,4.25
341,307,2,43.5,1,1,3,1,5.2
342,310,1,18.0,1,0,4,0,4.25
342,310,2,17.5,1,1,4,0,5.05
343,312,1,10.0,1,0,1,0,4.25
343,312,2,7.0,1,1,1,0,5.05
344,313,1,19.5,1,0,1,0,4.5
344,313,2,,1,1,1,0,5.05
345,314,1,17.0,1,0,1,0,4.62
345,314,2,22.0,1,1,1,0,5.25
346,316,1,25.5,1,0,1,1,4.62
346,316,2,22.0,1,1,1,1,5.05
347,317,1,6.0,1,0,1,0,4.25
347,317,2,7.0,1,1,1,0,5.05
348,318,1,11.5,1,0,2,0,4.75
348,318,2,14.0,1,1,2,0,5.05
349,319,1,8.5,1,0,2,0,4.62
349,319,2,27.0,1,1,2,0,5.05
350,322,1,18.5,1,0,3,1,4.75
350,322,2,18.5,1,1,3,1,5.05
351,325,1,15.5,1,0,3,1,4.5
351,325,2,11.5,1,1,3,1,5.05
352,333,1,14.25,1,0,1,0,4.25
352,333,2,16.0,1,1,1,0,5.05
353,336,1,38.0,1,0,1,0,4.5
353,336,2,25.0,1,1,1,0,5.05
354,337,1,24.75,1,0,1,1,4.87
354,337,2,30.5,1,1,1,1,5.05
355,339,1,23.0,1,0,1,1,4.25
355,339,2,11.5,1,1,1,1,5.05
356,340,1,24.0,1,0,1,0,4.25
356,340,2,25.5,1,1,1,0,5.05
357,341,1,7.5,1,0,2,1,4.62
357,341,2,9.5,1,1,2,1,5.05
358,343,1,15.0,1,0,2,1,4.75
358,343,2,11.5,1,1,2,1,5.05
359,346,1,9.25,1,0,2,1,4.25
359,346,2,12.0,1,1,2,1,
360,348,1,11.25,1,0,3,1,4.25
360,348,2,0.0,1,1,3,1,
361,350,1,16.5,1,0,3,1,4.75
361,350,2,17.0,1,1,3,1,5.05
362,351,1,18.75,1,0,3,1,4.25
362,351,2,24.0,1,1,3,1,5.05
363,352,1,13.5,1,0,3,1,4.75
363,352,2,,1,1,3,1,
364,353,1,21.75,1,0,3,1,4.37
364,353,2,,1,1,3,1,5.05
365,355,1,13.5,1,0,4,0,4.87
365,355,2,13.5,1,1,4,0,
366,359,1,15.0,1,0,1,1,4.25
366,359,2,17.0,1,1,1,1,5.05
367,360,1,17.5,1,0,1,0,4.25
367,360,2,28.0,1,1,1,0,5.05
368,361,1,17.5,1,0,1,0,4.25
368,361,2,21.5,1,1,1,0,5.05
369,362,1,,1,0,2,0,4.25
369,362,2,30.0,1,1,2,0,5.05
370,363,1,15.5,1,0,2,0,4.25
370,363,2,19.5,1,1,2,0,5.2
371,364,1,16.5,1,0,2,0,4.25
371,364,2,20.0,1,1,2,0,5.05
372,366,1,13.5,1,0,3,0,4.5
372,366,2,14.5,1,1,3,0,5.05
373,368,1,13.0,1,0,4,0,4.25
373,368,2,14.5,1,1,4,0,5.05
374,369,1,11.5,1,0,1,1,4.35
374,369,2,0.0,1,1,1,1,
375,370,1,29.05,1,0,1,0,4.85
375,370,2,31.5,1,1,1,0,5.05
376,376,1,13.0,1,0,1,0,4.5
376,376,2,11.5,1,1,1,0,5.05
377,377,1,18.0,1,0,1,0,4.25
377,377,2,20.0,1,1,1,0,5.05
378,379,1,30.0,1,0,1,0,4.62
378,379,2,34.0,1,1,1,0,5.05
379,380,1,20.5,1,0,1,0,4.5
379,380,2,25.0,1,1,1,0,5.05
380,383,1,10.0,1,0,1,0,4.5
380,383,2,10.0,1,1,1,0,5.05
381,384,1,,1,0,1,0,4.65
381,384,2,18.0,1,1,1,0,5.05
382,385,1,26.0,1,0,1,0,4.25
382,385,2,25.0,1,1,1,0,5.05
383,386,1,12.5,1,0,1,0,4.25
383,386,2,23.0,1,1,1,0,5.05
384,391,1,19.5,1,0,2,0,4.25
384,391,2,17.5,1,1,2,0,5.05
385,393,1,12.0,1,0,2,1,4.62
385,393,2,23.0,1,1,2,1,5.25
386,396,1,36.0,1,0,3,1,4.87
386,396,2,26.0,1,1,3,1,5.4
387,397,1,21.0,1,0,3,1,4.25
387,397,2,16.5,1,1,3,1,5.05
388,398,1,24.5,1,0,3,1,4.75
388,398,2,35.5,1,1,3,1,5.05
389,399,1,20.0,1,0,3,1,4.87
389,399,2,31.0,1,1,3,1,5.05
390,400,1,26.5,1,0,3,1,4.5
390,400,2,23.0,1,1,3,1,5.05
391,401,1,15.0,1,0,3,0,4.25
391,401,2,22.5,1,1,3,0,5.05
392,402,1,19.0,1,0,3,1,4.75
392,402,2,21.5,1,1,3,1,5.05
393,405,1,17.5,1,0,3,1,4.32
393,405,2,12.0,1,1,3,1,5.05
394,410,1,20.5,1,0,1,0,4.25
394,410,2,20.5,1,1,1,0,5.05
395,411,1,21.0,1,0,1,0,4.5
395,411,2,25.0,1,1,1,0,5.05
396,412,1,10.5,1,0,2,0,4.5
396,412,2,8.5,1,1,2,0,5.05
397,413,1,23.0,1,0,1,0,4.25
397,413,2,13.0,1,1,1,0,5.05
398,414,1,23.0,1,0,1,0,4.25
398,414,2,21.5,1,1,1,0,5.05
399,415,1,29.0,1,0,1,0,4.25
399,415,2,23.0,1,1,1,0,5.05
400,417,1,21.0,1,0,1,1,4.25
400,417,2,25.5,1,1,1,1,5.05
401,418,1,41.5,1,0,1,0,4.25
401,418,2,21.5,1,1,1,0,5.05
402,419,1,12.0,1,0,2,1,4.25
402,419,2,9.5,1,1,2,1,5.05
403,421,1,33.0,1,0,2,1,4.62
403,421,2,36.5,1,1,2,1,5.05
404,422,1,6.5,1,0,2,0,4.75
404,422,2,16.0,1,1,2,0,5.05
405,423,1,9.0,1,0,2,1,4.95
405,423,2,23.75,1,1,2,1,5.25
406,424,1,9.75,1,0,2,1,4.75
406,424,2,17.5,1,1,2,1,5.25
407,426,1,24.5,1,0,3,1,4.25
407,426,2,20.5,1,1,3,1,5.05
408,427,1,14.0,1,0,4,0,4.75
408,427,2,20.5,1,1,4,0,5.05
409,428,1,19.5,1,0,4,0,4.62
409,428,2,25.0,1,1,4,0,5.14
